sr_no,brand,stage,category,ch_pillar,sub_category,products,website,source,financial_signal,filter_profitable,filter_bootstrapped,filter_founder_led,filter_independent,revenue_fy_inr_cr,pat_or_margin,promoter_name,promoter_contact,valuation_note,priority,owner,next_action,last_update,rejection_reason,comments
909,Eastern Fashion International,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, quilts, comforters, curtains, cushion covers, home linen",https://easternfashionsinternational.in/,Collated Sheet,,,,,,,,,,,,,,,,
910,Easysip,Screened-Out,Cookware & Kitchenware,Kitchen,Drinkware,"Stainless steel bottles, insulated flasks, travel mugs, tumblers, beverage accessories",-,Collated Sheet,,,,,,,,,,,,,,,,Website not available. products listed on amazon are quite basic. scale and employee count not available
911,Ecoair Cooling System,Screened-Out,Home Appliances,Small Appliances,Air Cooling & Treatment,"Air coolers, industrial air coolers, ventilation systems, cooling equipment",https://www.ecoair.co.in/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company offers commercial appliances
912,Ek Do Dhai,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Decorative accessories, wall décor, planters, gifting products, handcrafted home accents",-,Collated Sheet,Annual turnover is INR 1,,,,,,,,,,,,,,,The products are quite basic. Annual turnover is INR 1.5-5cr
913,Electrolux Solution,Screened-Out,Home Appliances,Small Appliances,Cleaning Appliances,"Refrigerators, washing machines, air conditioners, microwave ovens, vacuum cleaners",https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChsSEwjJ-sOU_sKNAxVAo2YCHbF-FysYACICCAEQABoCc20&co=1&ase=2&gclid=Cj0KCQjwotDBBhCQARIsAG5pinOr0DkUjqPaHoipb3zgSgT8AoUIxYliV2BiZYvan-eIHzgIkuyJOY8aAubCEALw_wcB&ohost=www.google.com&cid=CAESVuD2_P6VmKE8DIWFX6Ju5TDDYyKdwC6JfQ1fEpjPEFoRVcTHwXBvz8XAaIENn_T1siRLgmou8aYaI3mRf0TcLTl8duWkOGYDslo4hhgN4rQpnTM1Mx8Q&category=aCrcp_v1_5&sig=AOD64_2H3x6Yw21pbfKuzaSHePGJvwBJ4w&q&nis=4&adurl&ved=2ahUKEwjq5r6U_sKNAxXd3TgGHeCHG2sQ0Qx6BAgeEAE,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company is headquartered in Sweden
914,Eleenova,Rejected-Promoter,Home Appliances,Small Appliances,Small Kitchen Appliances,"Electric kettles, induction cooktops, mixer grinders, kitchen appliances",-,Collated Sheet,,,,,,,,,,,,,,,Not interested in the model,Products are decent. However the employee count is quite low
915,Elegant Home Furnishing,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Curtains, bedsheets, comforters, cushion covers, upholstery fabrics",https://eleganthomefurnishing.com/,Collated Sheet,,,,,,,,,,,,,,,,
916,Eltech Appliances,Screened-Out,Home Appliances,Small Appliances,Small Kitchen Appliances,"Mixer grinders, induction cooktops, gas stoves, electric kettles, kitchen appliances",https://r.search.yahoo.com/_ylt=AwrKEbgk5S5o0gIA_9K7HAx.;_ylu=Y29sbwNzZzMEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1749113381/RO=10/RU=https%3a%2f%2fwww.stareltech.com%2f/RK=2/RS=KU3WJN6GL4KRhf6NJJBsrptkviw-,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company isn't profitable
917,Elton,Screened-Out,Cookware & Kitchenware,Kitchen,Stainless Steel Cookware,"Stainless steel cookware, kitchen utensils, serving ware, storage containers",https://eltonsindia.com/?fbclid=PAZXh0bgNhZW0CMTEAAad6Ua4tL3hwqAdyZqIoARlwQsf9sgPr4M-PWIsmlFKxpg_Auyz2FCfCIrrqcA_aem_Ilq1TmnAbtB_8FhD92Do7w,Collated Sheet,,,,,,,,,,,,,,,,Website and the products are decent. The company offers multiple categories of home and kitchen appliances
918,Embassy,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, curtains, quilts, comforters, pillow covers",Embassy | Elevate Your Culinary Experience,Collated Sheet,,,,,,,,,,,,,,,,Website is good with decent scale
919,Empire Home Appliances,Screened-Out,Home Appliances,Small Appliances,Small Kitchen Appliances,"Mixer grinders, induction cooktops, electric kettles, gas stoves, small home appliances",https://gemindia.in/shop/,Collated Sheet,,,,,,,,,,,,,,,,Skip- Since the company has high scale
920,Encompass Design,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Decorative accessories, wall décor, mirrors, sculptures, designer home accents",http://olivetheory.com/,Collated Sheet,,,,,,,,,,,,,,,,
921,Encon Cooling Tower,Screened-Out,Home Appliances,Small Appliances,Home Appliances,"Cooling towers, industrial cooling equipment, HVAC solutions",https://www.encongroup.co.in/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company manufactures commercial appliances
922,Envision Electronics,Screened-Out,Home Appliances,Small Appliances,Lighting,"LED TVs, speakers, electrical appliances, home electronics",https://www.dlitelectric.com/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the products are quite basic
923,Epack Durables,Screened-Out,Home Appliances,Small Appliances,Major Appliances,"Air conditioners, air coolers, induction cooktops, small appliances, refrigeration products",https://epackdurable.com/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since it is a public company
924,Essenware,Screened-Out,Cookware & Kitchenware,Kitchen,Stainless Steel Cookware,"Triply cookware, stainless steel cookware, fry pans, kadai, saucepans, cookware sets",-,Collated Sheet,,,,,,,,,,,,,,,,"Available on amazon, no official website. products are basic and scale is also unknown"
925,Everest,Screened-Out,Cookware & Kitchenware,Kitchen,Serveware & Tableware,"Stainless steel utensils, cookware, serving ware, kitchen accessories",-,Collated Sheet,,,,,,,,,,,,,,,,Website not available
926,Everything By Corsica,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Home Fragrance,"Decorative accents, wall décor, mirrors, candle holders, tabletop décor",https://www.everythinghome.co.in/,Collated Sheet,,,,,,,,,,,,,,,,Catalogue is similar to wooden street
927,Ezypac,Screened-Out,Home Storage & Organization,Kitchen,Kitchen Storage,"Food storage containers, lunch boxes, kitchen organizers, utility containers",-,Collated Sheet,,,,,,,,,,,,,,,,No website and social media handle
928,FA Home,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, comforters, curtains, blankets, cushion covers",https://shopfahome.com/,Collated Sheet,,,,,,,,,,,,,,,,"The company has five production facilities and works with international brands like Pottery barn, West elm, Ralph Laurren, Zara Home"
929,Faber,Screened-Out,Home Appliances,Small Appliances,Water Purifiers,"Kitchen chimneys, built-in hobs, cooktops, ovens, dishwashers, water purifiers",-,Collated Sheet,,,,,,,,,,,,,,,,MNC(italy-based)
930,Fabiano,Screened-Out,Home Appliances,Small Appliances,Major Appliances,"Kitchen chimneys, gas hobs, cooktops, ovens, sinks, dishwashers",https://www.fabianoappliances.com/shopall,Collated Sheet,,,,,,,,,,,,,,,,"Products are decent, company is into exports"
931,Fablue,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, comforters, quilts, pillow covers, curtains, home linen",-,Collated Sheet,,,,,,,,,,,,,,,,Not relevant
932,Fabrica Furnishing,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Curtains & Window Furnishings,"Curtain fabrics, upholstery fabrics, cushion fabrics, furnishing textiles",https://www.fabricafurnishings.com/,Collated Sheet,,,,,,,,,,,,,,,,
933,Fackelmann India,Screened-Out,Cookware & Kitchenware,Kitchen,Bakeware,"Kitchen tools, baking accessories, peelers, graters, utensils, kitchen gadgets",-,Collated Sheet,,,,,,,,,,,,,,,,(MNC– germany)
934,Fadman,Screened-Out,Home Appliances,Small Appliances,Air Cooling & Treatment,"Air coolers, fans, room heaters, small electrical appliances",-,Collated Sheet,,,,,,,,,,,,,,,,Products are not relevant
935,Fantasy Fabric Designs,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Curtains & Window Furnishings,"Curtain fabrics, upholstery fabrics, cushion fabrics, furnishing textiles",https://www.fantasyfabricdesigns.com/,Collated Sheet,,,,,,,,,,,,,,,,
936,Fanzart,Screened-Out,Home Appliances,Small Appliances,Fans,"Designer ceiling fans, BLDC fans, smart fans, luxury fans, outdoor fans",https://fanzartfans.com/,Collated Sheet,,,,,,,,,,,,,,,,Website and the products are good. The company offers multiple categories of fans
937,Feltron,Screened-Out,Home Appliances,Small Appliances,Kitchen Chimneys & Hobs,"Mixer grinders, induction cooktops, electric kettles, chimneys, fans, home appliances",https://feltron.in/,Collated Sheet,,,,,,,,,,,,,,,,Products and the website are good. The company offers kitchen and home appliances including large appliances
938,Fine Décor,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Wallpapers, wall coverings, decorative panels, interior wall solutions",https://finedecorhome.com/pages/contact,Collated Sheet,,,,,,,,,,,,,,,,
939,Flamingpan,Screened-Out,Cookware & Kitchenware,Kitchen,Non-stick Cookware,"Non-stick cookware, frying pans, kadai, saucepans, cookware sets",https://www.amazon.in/Flamingpan-Nonstick-Dishwasher-Containing-Induction/dp/B09M6Y1KB7,Collated Sheet,,,,,,,,,,,,,,,,Website not available. Products listed on amazon are decent
940,Flora Furnishing,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Curtains & Window Furnishings,"Curtains, blinds, upholstery fabrics, curtain fabrics, furnishing solutions",,Collated Sheet,,,,,,,,,,,,,,,,1 store in Mumbai. Curtain manufacturer and retailer
941,Florida- Dress your Home,To-Contact,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, dohars, comforters, pillow covers, quilts, bedding",https://floridadecor.in/,Collated Sheet,,,,,,,,,,,,,,,,"Manufactures of bedsheets,dohars. Website says available on Amazon,Myntra and Pepperfry but no products available"
942,Foam Home,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Mattresses & Bedding,"Mattresses, pillows, mattress toppers, sleep accessories",http://www.foamhome.in/,Collated Sheet,,,,,,,,,,,,,,,,"Approximately around 30% year on year growth
1,000 mattresses per month"
943,Frestol,Screened-Out,Home Appliances,Small Appliances,Small Kitchen Appliances,"Mixer grinders, induction cooktops, electric kettles, kitchen appliances",-,Collated Sheet,,,,,,,,,,,,,,,,Products on the website are not good and scale is not available
944,Fumato,Screened-Out,Cookware & Kitchenware,Kitchen,Serveware & Tableware,"Cookware, kitchen tools, storage containers, serving accessories",https://thebetterhome.com/collections/fumato?utm_source=google&utm_medium=shopping&utm_campaign=21940976125&utm_term=&utm_content=,Collated Sheet,,,,,,,,,,,,,,,,"Website and products are quite basic
Fumato is a part of the Better Home group, part of GlobalBees"
945,Fusion Curtains,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Curtains & Window Furnishings,"Curtains, blackout curtains, sheers, curtain accessories, window furnishings",https://www.fusioncurtains.com/,Collated Sheet,,,,,,,,,,,,,,,,
946,Gad Fashion,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, comforters, blankets, cushion covers, curtains","Gad Fashions – Home Textile, Fashion, Cushion, Curtain Manufacturer",Collated Sheet,,,,,,,,,,,,,,,,Website looks decent
947,GEBI,Screened-Out,Home Storage & Organization,Decor & Home Improvement,Racks & Shelves,"Bathroom organizers, soap dispensers, towel racks, utility accessories",-,Collated Sheet,,,,,,,,,,,,,,,,Product category is not relevant
948,Geedee Industries,Screened-Out,Cookware & Kitchenware,Kitchen,Serveware & Tableware,"Stainless steel utensils, cookware, serving ware, kitchen accessories",http://www.geedee.in/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the products are not relevant
949,Gixoo Home Appliances,Screened-Out,Home Appliances,Small Appliances,Small Kitchen Appliances,"Electric kettles, induction cooktops, portable kitchen appliances",https://www.gixoohomeappliances.com/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company has a low scale
950,Glare Appliances,Screened-Out,Home Appliances,Small Appliances,Small Kitchen Appliances,"Mixer grinders, induction cooktops, gas stoves, kitchen appliances",https://r.search.yahoo.com/_ylt=AwrPrG3q5y5oSQIAn.K7HAx.;_ylu=Y29sbwNzZzMEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1749114091/RO=10/RU=https%3a%2f%2fwww.glareindia.com%2f/RK=2/RS=DOcQaEi40i8IrZSmU.AhPHvfIO8-,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the products are quite basic
951,"Ibell Home Appliances
———
Ibell appliances",Rejected-Promoter,Home Appliances,Small Appliances,Cleaning Appliances,"Induction cooktops, mixer grinders, electric kettles, air fryers, vacuum cleaners, irons, room heaters",https://ibellstore.com/,Current focus sheet (CH tracker file),,,,,,,,,,,,,,,Not interested in the model,"To follow up with company regarding next steps
———
The company offers multiple product categories ranging from cookware, kitchen appliances to home appliances. However the company also offers large appliances"
952,Glass Ideas,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Decorative glass panels, mirrors, glass décor, interior glass products",https://www.guptaglass.com/index.php,Collated Sheet,,,,,,,,,,,,,,,,"Can explore, >100 followers on instagram"
953,Global Linen Company,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Bedding & Bed Linen,"Bedsheets, towels, bath linen, comforters, pillow covers",https://www.globallinencompany.in/,Collated Sheet,,,,,,,,,,,,,,,,
954,Global Premium Lifestyle,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Decorative accessories, wall décor, mirrors, home accents",-,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company has low scale
955,Kroslo,Rejected-CH,Cookware & Kitchenware,Kitchen,Drinkware,"Borosilicate glass bottles, glass tumblers, mugs, beverageware, kitchen glassware",https://kroslo.com/,CH_Focussed list (CH Tracker File),,,,,,,,,,,,,,,Low Scale,"- Started 14 months ago 
- ⁠Offline first, family types relations with PnB Kitchen, using their distribution might to reach retailers
- ⁠Started Online 2 months ago, reached 10Lacs MRR
- ⁠Closed last year around 6 Crs
- ⁠Planning to close Fy’27 around 20 Crs
- ⁠Young founders (CA by profession) worked at Deloitte, EY etc. (Shared by CH team)"
956,Gluman,Screened-Out,Home Appliances,Small Appliances,Air Cooling & Treatment,"Air coolers, fans, room heaters, electrical home appliances",Gluman,Collated Sheet,,,,,,,,,,,,,,,,Website (Very basic products) and scale is decent
957,Godrej Cartini,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Furniture,"Modular furniture, storage furniture, office furniture, home furniture",-,Collated Sheet,,,,,,,,,,,,,,,,Skip because highly established
958,Goodluck Furnishing,Screened-Out,Soft Furnishings & Home Decor,Soft Furnishings,Curtains & Window Furnishings,"Curtains, upholstery fabrics, curtain fabrics, cushion fabrics, furnishing textiles",https://goodluckfurnishing.in/,Collated Sheet,,,,,,,,,,,,,,,,
959,Gorani Industries,Screened-Out,Cookware & Kitchenware,Kitchen,Serveware & Tableware,"Stainless steel utensils, cookware, serving ware, kitchen accessories",https://goraniindustries.com/,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since it is a public company
960,Grahmoy,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Wall décor, decorative accessories, planters, tabletop décor, gifting products","Shop Luxury Carpets, Rugs & Home Decor Online | Grhamoy",Collated Sheet,,,,,,,,,,,,,,,,Website loos good
961,Gryphon Appliances,Screened-Out,Home Appliances,Small Appliances,Small Kitchen Appliances,"Mixer grinders, induction cooktops, electric kettles, gas stoves, small kitchen appliances",-,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company isn't profitable
962,Gulati Home Appliances,Screened-Out,Home Appliances,Small Appliances,Fans,"Mixer grinders, electric kettles, induction cooktops, fans, home appliances",-,Collated Sheet,,,,,,,,,,,,,,,,Skip - Since the company has a low scale
963,Gullak,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Decorative storage, handcrafted décor, wall décor, home accents, gifting products",-,Collated Sheet,,,,,,,,,,,,,,,,Website not available
964,Haikawa Appliances,Screened-Out,Home Appliances,Small Appliances,Kitchen Chimneys & Hobs,"Mixer grinders, induction cooktops, electric kettles, chimneys, kitchen appliances",https://haikawa.in/,Collated Sheet,,,,,,,,,,,,,,,,Products are decent. However the company offers large appliances
965,HangitNow,Screened-Out,Soft Furnishings & Home Decor,Decor & Home Improvement,Wall Decor & Art,"Wall shelves, wall hooks, key holders, floating shelves, wall organizers",-,Collated Sheet,"Poor website, no social media handle, 5-20 cr scale",,,,,,,,,,,,,,,"Poor website, no social media handle, 5-20 cr scale"
